designation,obsid,ra,dec,teff,logg,feh,snrr,coord_A_Li
J070800.89+214729.5,214309060,107.00373,21.79155,4565.55,2.637,0.196,106.65,3.773842335
J070800.99+084729.1,396308086,107.0041569,8.7914308,4714.25,2.067,-0.431,44.73,2.430230141
J070805.61+193816.8,214208105,107.02341,19.638019,4804.42,2.73,-0.054,32.08,2.811799049
J070815.27+163714.2,592912203,107.0636614,16.6206356,4737.43,1.685,-0.533,104.84,4.178480148
J070815.27+163714.3,84413105,107.06366,16.620649,4748.2,1.818,-0.43,33.18,3.922204494
J070818.15+035111.4,814805131,107.075653,3.853191,4814.45,2.28,-0.307,131.59,3.236997604
J070819.97+091323.5,396309240,107.0832239,9.2232028,4806.56,2.365,-0.2,93.73,2.28192997
J070821.07+433759.6,90512167,107.0878,43.633244,4796.3,2.454,-0.168,99.45,3.871971369
J070823.47+245137.5,721413247,107.0978078,24.8604378,4668.67,2.689,0.145,273.85,2.71052742
J070824.54+201119.2,178002211,107.10227,20.188674,5043.84,2.521,-0.231,407.12,2.365978003
J070826.60+054021.6,649301143,107.11086,5.6726815,5274.38,2.915,-0.245,47.43,2.070435047
J070827.71+151322.0,84106148,107.11547,15.222786,4968.7,2.406,-0.345,87.61,4.388984203
J070828.81-011156.5,782907127,107.120079,-1.199043,5426.02,2.443,-0.409,210,3.536672592
J070830.42+413327.5,90506190,107.12677,41.557659,4837.85,2.486,-0.102,115.24,3.431742668
J070833.06+001013.8,782813068,107.137759,0.1705,5553.34,3.499,-0.273,76.62,2.585763216
J070833.19+140719.0,128903117,107.13831,14.121968,5075.04,3.396,0.098,89.87,2.155329704
J070834.43+072650.6,806007058,107.1434661,7.4473897,4862.09,2.319,-0.28,45.25,3.17988658
J070842.72+280104.1,134704106,107.17802,28.017818,5054.31,2.767,-0.314,176.14,3.081967831
J070847.16+553430.9,217207155,107.19652,55.575266,4209.14,1.91,-0.419,40.04,2.374378681
J070851.87+221237.7,174912039,107.21616,22.210483,4984.49,2.431,-0.484,96.36,2.301955223
J070852.44+081952.6,806006232,107.2185183,8.3312856,4808.79,2.568,-0.043,158.67,4.257098675
J070852.73-002816.9,255706151,107.21983,-0.472058,4298.6,1.311,-0.038,349.12,4.757007122
J070858.99+254110.0,108912004,107.24581,25.686115,4253.58,1.756,-0.433,58.33,2.928304672
J070906.88+142842.5,128815061,107.2787,14.478481,4646.33,1.998,-0.193,172.07,2.298624992
J070908.62-000604.0,255706073,107.285933,-0.10113,4453.23,2.588,0.277,110.97,2.51005435
J070911.60+412206.6,334114172,107.29834,41.36852,4834.46,2.668,-0.437,50.88,2.465589523
J070921.53+421855.6,592605204,107.3397236,42.3154636,4860.47,2.303,-0.169,65.95,3.760733604
J070921.53+421855.7,90513093,107.33972,42.315479,4898.77,2.485,-0.133,118.29,3.786040783
J070927.23+183955.4,300916231,107.36348,18.665409,4867.4,2.564,-0.449,89.29,2.209465265
J070928.53+081449.8,806006227,107.3689047,8.2471794,4942.91,2.622,-0.025,111.28,3.614474297
J070929.46+215930.3,177903094,107.37276,21.99176,4549.19,2.397,0.001,280.36,2.646161318
J070941.42+444014.3,125910117,107.42262,44.670643,5075.21,2.653,-0.128,83.98,2.464134693
J070949.42-060201.1,336001173,107.4559494,-6.0336461,5192.54,2.586,-0.209,54.4,2.781514883
J070949.52+321620.3,209216091,107.45635,32.27232,4974.43,2.536,-0.525,141.2,4.215026855
J070954.83+103448.5,806012101,107.4784964,10.5801558,4920.75,2.358,-0.356,43.85,2.010022402
J070955.83+000437.3,724610148,107.482658,0.077032,4502.81,1.842,-0.536,44.75,2.129605055
J070959.12+071419.5,369614027,107.4963342,7.2387706,4957.26,2.327,-0.62,136.47,4.175618172
J070959.41+232822.8,177916189,107.49757,23.473022,4899.06,2.378,-0.437,253.94,3.420978546
J070959.41+232822.9,657211173,107.4975667,23.4730356,4889.23,2.366,-0.434,236.28,3.634386539
J071004.30+114821.3,656302116,107.5179361,11.8059311,4930.53,2.584,-0.057,109.93,3.728357553
J071008.56+231206.9,657216139,107.5356683,23.2019442,4955.88,2.414,-0.456,86.52,2.758031607
J071012.45+064058.8,769310111,107.5519072,6.6830046,4871.47,2.622,0.029,329.76,3.494500637
J071017.57+195907.1,214206246,107.57323,19.985307,5473.17,3.487,-0.361,43.72,3.235642433
J071018.34+302053.4,134711036,107.57645,30.348194,4656.39,2.547,0.134,103.33,2.459593534
J071018.36+302053.5,524211045,107.5765144,30.3481986,4662.98,2.523,0.13,144.16,2.446679592
J071024.50+242450.8,198113094,107.6021,24.414137,4126.59,1.351,-0.533,70.15,2.610388517
J071026.24+194234.1,214306015,107.60935,19.709473,4687.54,2.244,-0.381,58.2,2.495658875
J071028.05+004336.3,269014113,107.616906,0.726756,5402.75,3.331,0.061,35.82,2.567624092
J071037.44+224903.6,178015074,107.65602,22.817684,4897.51,2.304,-0.439,208.26,3.866398096
J071037.44+224903.7,657215203,107.6560339,22.8177039,4929.57,2.371,-0.432,143.87,3.658453941
J071040.85+005939.2,269014107,107.670239,0.994224,5151.37,2.618,-0.072,37.02,2.133821487
J071041.80+002630.9,778614200,107.674205,0.441918,4773.68,2.43,-0.068,83.3,2.159927607
J071046.44+323437.1,209216218,107.69354,32.576996,4888.37,2.294,-0.359,63.06,3.73470974
J071046.47+141331.3,128703135,107.69363,14.225379,5009.5,3.042,-0.355,37.44,2.548551559
J071102.88+121447.3,128702065,107.76203,12.246489,5495.75,3.258,-0.114,66.13,2.626448393
J071110.23+184635.9,616602004,107.79265,18.776656,5174.11,3.371,-0.494,44.23,2.603833437
J071112.98+080306.1,369614106,107.8041125,8.0517072,4870.68,2.338,-0.412,278.59,2.15818119
J071116.01-003736.1,724610071,107.816721,-0.626702,4569.44,2.397,-0.025,169.36,2.719109535
J071117.13-011336.5,724602169,107.821413,-1.226807,5582.07,2.709,-0.31,55.39,2.842949152
J071117.53+365644.9,210704205,107.82305,36.945809,4971.02,2.445,-0.71,84.65,2.267138243
J071132.50+063015.3,814812082,107.8854236,6.5042769,5189.68,2.543,-0.216,50.72,3.705840826
J071139.93+010608.1,269014129,107.916869,1.10235,4701.37,2.62,0.083,160.3,2.744156837
J071142.00+575204.4,110909231,107.92502,57.867897,4431.46,2.023,-0.22,147.4,2.519226789
J071145.29+215450.4,177903198,107.93873,21.914024,4924.8,2.362,-0.494,142.06,2.986487389
J071146.62+074425.3,769414205,107.94428,7.7403843,5005.23,2.518,-0.585,50.61,2.512495995
J071147.62+071656.1,649308037,107.94844,7.2822714,4887.39,2.106,-0.593,53.05,3.113898754
J071149.31+073406.5,769314192,107.95548,7.568493,4255.2,1.638,-0.387,415.44,2.44147563
J071150.01+093313.1,806013016,107.9583767,9.5536414,4915.65,2.26,-0.66,72.79,2.950002432
J071154.01+003215.1,269014163,107.975069,0.537545,4687.72,2.447,-0.511,89.42,3.234342098
J071202.46+121754.4,128805095,108.01026,12.29846,4980.95,3.055,-0.317,35.29,2.416569233
J071211.54-021551.0,336011113,108.048104,-2.264175,4871.37,2.25,-0.577,80.67,2.577850819
J071216.48-004502.1,778610029,108.068699,-0.750607,5173.72,3.265,-0.332,38.63,3.416793585
J071221.30+071117.7,769410022,108.08877,7.1882769,4699.83,2.072,-0.382,147.44,2.48373723
J071224.48+202303.7,177802058,108.10204,20.384365,4835.05,2.528,-0.244,522.92,4.126690388
J071225.71+085638.9,806006065,108.1071358,8.9441661,4988.45,2.531,-0.12,58.47,3.689911842
J071238.72+161550.4,313002099,108.1613381,16.2640158,5271.93,3.068,-0.035,121.71,2.525280952
J071238.95+221556.7,178003150,108.16233,22.265766,4859.05,2.583,-0.135,629.15,2.255161047
J071251.96+232524.8,130905124,108.2165,23.423577,5038.3,2.574,-0.548,65.11,3.940096855
J071255.02+194217.8,178001229,108.22928,19.704965,5105.65,2.654,-0.336,104.94,3.988551617
J071255.87+081510.1,769414128,108.23283,8.2528217,4138.11,1.754,-0.433,129.51,3.255993366
J071259.58+363401.8,184908029,108.24827,36.567188,4932.91,2.381,-0.4,198.01,2.985512972
J071259.59+363401.8,531802109,108.2482972,36.5671925,4927.9,2.342,-0.418,111.65,3.281904221
J071302.62+005231.7,269014089,108.261003,0.876243,4185.42,1.669,-0.173,262.33,2.411464453
J071305.12+270217.3,524206023,108.2713475,27.0381469,4689.23,2.699,0.09,53.47,2.490597248
J071309.60+414740.8,592601081,108.2900331,41.7946811,4623.58,2.506,-0.061,122.43,2.70061326
J071312.00+025954.2,814807223,108.298751,2.998637,4155.1,1.719,0.17,193.64,2.467223644
J071313.54+291216.9,524212165,108.3064386,29.2047056,4718.4,2.333,-0.367,74.49,2.077315807
J071315.19+031357.6,814807066,108.313311,3.232673,4277.84,1.792,-0.484,36.3,3.429795504
J071326.98+250444.3,327810039,108.3624369,25.0789825,5084.98,2.79,-0.013,62.92,4.24475956
J071331.58+213342.4,177903011,108.38162,21.561792,4824.71,2.424,-0.215,332.33,2.374113083
J071351.02+063522.5,769410218,108.4626,6.5896017,4834.07,2.295,-0.25,198.45,3.877153397
J071351.12+061032.8,814812168,108.4630219,6.1757803,5348.8,2.916,-0.179,119.98,4.217990398
J071354.74+493203.1,796010023,108.4780903,49.5342031,5050.48,3.215,-0.43,104.35,3.925930023
J071357.04+462935.9,181706192,108.48767,46.493309,4732.74,2.18,-0.532,57.25,3.28044939
J071400.85+484440.5,688312199,108.50356,48.744586,4976.08,2.342,-0.62,58.57,3.481547594
J071401.37+074654.3,769414165,108.50574,7.7817587,4851.77,2.393,-0.302,403.16,2.401835442
J071402.78+125209.7,128605104,108.51162,12.869382,4820.15,2.517,-0.047,145.95,2.912225962
J071403.94-001303.7,269003236,108.516432,-0.217718,5045.62,2.276,-0.419,38.75,2.662905216
J071411.37+180745.1,313003062,108.5473761,18.1292175,4747.38,2.687,0.115,53.89,2.877910614
J071412.81+073127.3,769303114,108.5533829,7.5242542,4759.04,2.506,-0.096,297.46,3.502227306
J071422.66+160042.5,128711218,108.59443,16.011813,5206.81,2.57,-2.038,179.13,2.627194166
J071432.03+120534.8,656301088,108.63348,12.0930008,3978.62,1.798,-0.093,339.97,2.654538631
J071434.75+374245.4,531805249,108.6448114,37.7126236,4712.57,2.61,0.082,318.14,2.394805908
J071450.02+074642.0,769303124,108.70842,7.7783391,4996.47,2.318,-0.306,390.91,2.752019882
J071452.76+221430.0,183204009,108.71986,22.241685,4677.91,2.666,0.121,116.19,2.17726326
J071454.59+050241.2,369602201,108.727467,5.044791,4925,2.437,-0.385,185.64,3.172366142
J071502.42+350852.5,184907109,108.7601,35.147942,5221.94,3.13,-0.426,293.13,3.451171875
J071505.31+165233.3,267004060,108.77216,16.875937,4627.09,2.525,0.047,166.37,2.343889236
J071511.02+512938.5,309913222,108.7959275,51.4940278,4783.57,2.623,-0.299,46.51,2.607762337
J071513.56+005717.3,269015057,108.806524,0.954824,4810.68,2.586,0.042,186.62,3.977963448
J071514.15+481504.3,309213193,108.8089828,48.2512167,4827.48,2.107,-0.832,112.27,2.213386536
J071527.37+293536.5,134612116,108.86407,29.593499,5051.44,2.961,-0.464,44.3,2.469843864
J071528.70+204041.6,657208024,108.8696083,20.6782411,4864.75,2.488,-0.248,114.67,3.420469522
J071529.42+315049.6,129802001,108.87262,31.847118,4978.69,2.274,-0.484,131.41,3.681558847
J071535.27+145857.4,656309118,108.8969836,14.9826208,5262.48,3.057,-0.372,256.29,2.831337452
J071539.28+132454.5,646504110,108.91369,13.415139,4974.79,2.321,-0.507,183.75,3.123309851
J071541.98+172116.2,270709159,108.92493,17.354512,5328.38,3.491,-0.527,46.19,2.132211685
J071542.43+403052.9,531811092,108.9267956,40.514695,4495.3,2.386,-0.13,210.94,3.609303474
J071546.42+321732.5,209215151,108.94344,32.292363,4773.45,2.41,-0.144,113.9,3.125328541
J071550.97+285117.4,314410161,108.9623889,28.8548572,5520.41,3.449,-0.095,51.94,2.12701273
J071555.12+201758.6,178001147,108.9797,20.299627,4972.92,2.665,-0.109,445.59,3.161026001
J071606.67+363108.4,185008076,109.0278,36.519,4672.77,2.51,-0.041,650.05,2.308392048
J071610.32+662605.7,601202218,109.04301,66.434925,5519.07,2.909,-1.025,79.23,2.607832909
J071616.29+451803.9,309310084,109.0678903,45.3011,5215.33,3.443,-0.367,32.4,2.628342867
J071619.61+343155.8,643812049,109.0817131,34.5321675,4766.79,2.445,-0.329,47.2,2.244781256
J071645.73+035959.1,266510114,109.1905722,3.9997569,4744.66,2.545,0.099,222.74,2.302597046
J071646.13+064638.6,369603023,109.1922408,6.7773969,4879.15,2.359,-0.369,135.44,2.964349031
J071651.89+120939.5,128907106,109.21624,12.160993,4832.29,2.61,-0.105,55.78,4.077860355
J071656.34+142732.1,128709038,109.23479,14.458927,4797.22,2.417,-0.12,142.28,3.325096846
J071700.49+150926.8,128712098,109.25206,15.157471,4095.79,1.366,-0.214,296.29,2.366592169
J071704.71+361623.2,184906048,109.26965,36.273126,4406.55,1.723,-0.549,94.18,2.084924698
J071706.12+234054.3,177911057,109.27551,23.681767,4918.18,2.843,-0.279,45.34,2.345583439
J071709.88+053522.3,769402065,109.29118,5.5895279,4789.58,2.459,0.085,236.83,4.048418045
J071712.57+052724.8,769402067,109.3023797,5.4568892,4778.03,2.394,-0.195,339.47,4.499774456
J071713.70-002345.1,269003012,109.307114,-0.395872,4832.5,2.472,-0.005,61.51,3.547267437
J071713.71-002345.2,88614031,109.30714,-0.395896,4828.41,2.512,0.001,88.84,3.975957394
J071722.58+235822.2,219011117,109.34409,23.972861,4787.82,2.074,-0.722,30.59,2.172945023
J071724.37-010524.7,269005026,109.351552,-1.090204,4813.3,2.03,-0.491,60.96,2.581147194
J071728.97+122304.6,656307106,109.3706086,12.38340806,4900.7,2.312,-0.32,215.56,2.54817915
J071729.05+381618.7,184912179,109.37107,38.271882,4070.67,1.728,-0.053,59.51,2.751179218
J071741.90+160057.0,646512240,109.42461,16.015847,4950.12,3.02,-0.267,30.3,2.01714015
J071750.89-001649.5,338004133,109.462068,-0.280425,5193.52,3.193,-0.438,41.81,2.290636778
J071752.03+115055.3,129316017,109.46683,11.848711,4943.65,2.591,-0.1,66.62,4.027694225
J071753.61+110941.7,129414237,109.47339,11.161587,4886.57,2.541,-0.175,135.08,2.828619957
J071755.19+293046.2,209201153,109.47999,29.512848,5378.22,3.24,-0.166,140.84,2.4233706
J071808.60+074811.2,769415239,109.53586,7.8031262,4064.09,1.697,-0.065,575.5,2.82136941
J071814.15+500452.6,308303104,109.5575597,50.08127972,4346.72,2.294,0.056,507.53,2.680697441
J071818.59-012230.9,88810187,109.57749,-1.3752755,4794.44,2.204,-0.083,30.78,2.704168558
J071819.42-021919.6,436214121,109.580933,-2.322132,4916.04,2.761,-0.256,45.6,2.467997551
J071823.59+463213.3,438015151,109.5983,46.537053,4686.61,2.078,-0.689,128.44,3.764690161
J071823.79+120523.3,656307014,109.5991508,12.0898167,4831.06,2.445,-0.311,103.66,3.878316641
J071824.50+194148.6,183107158,109.60212,19.696834,4930.23,2.428,-0.582,105.99,2.073591709
J071824.55+011209.5,269015004,109.602326,1.202664,4835.62,2.475,-0.199,111.93,2.567303896
J071829.22+395819.7,531815133,109.6217514,39.9721603,4429.66,2.565,0.329,186.19,3.186211586
J071833.19+240337.5,183211037,109.6383,24.06044,5394.51,3.491,-0.358,64.85,2.655330896
J071837.21+410046.7,531811112,109.6550733,41.012995,4911.18,2.301,-0.345,378.31,3.954368114
J071849.15+220922.9,177909009,109.7048,22.156372,4981.08,2.496,-0.402,286.27,2.330466747
J071850.90+121209.6,129116222,109.7121,12.202679,4818.01,2.383,-0.311,33.02,3.55974865
J071854.06+215558.8,657213226,109.7241083,21.93302306,4796.16,2.294,-0.352,81.4,2.158161163
J071858.36-002302.1,338004076,109.743194,-0.383937,4882.72,2.575,-0.202,79.51,2.889863253
J071859.37+350352.6,320110133,109.74738,35.064628,5374.22,3.416,-1.188,49.29,2.082949162
J071905.39+272109.1,281108020,109.77248,27.352528,5253.64,3.418,-0.548,31.85,2.091198206
J071907.11+533726.4,612902051,109.7796664,53.6240067,5314.09,3.286,0.069,78.62,3.023137093
J071910.14+214513.3,657213228,109.7922831,21.7536947,4742.96,2.515,-0.24,34.2,2.742437601
J071912.86+154938.0,313001046,109.8035928,15.8272381,4810.07,2.454,-0.198,104.98,4.160835266
J071913.24+210042.3,177908116,109.8052,21.011751,5029.04,2.469,-0.233,421.57,4.574416637
J071916.49+004134.8,88714004,109.81873,0.6930224,5096.67,3.082,0.198,169.32,3.385854244
J071918.34+043614.7,266514069,109.8264189,4.6040836,4890.73,2.448,-0.406,75.54,3.279678106
J071918.82+015515.0,778611244,109.828446,1.920845,4720.25,2.56,-0.308,68.08,3.483179331
J071927.13-014155.9,269001143,109.8630617,-1.6988639,4586.58,2.282,0.151,74.01,2.984026432
J071934.94+230739.7,334814003,109.8954731,23.12771278,5015.37,2.803,0.035,66.96,2.183010101
J071938.35+093606.9,769411145,109.9098,9.6019415,4835.47,2.129,-0.65,86.05,2.523588181
J071943.30+115008.8,129216098,109.93044,11.835782,4881.44,2.574,-0.255,98.67,4.02432251
J071943.62+390935.7,320601135,109.93176,39.159942,4995.01,2.288,-0.804,62.09,2.415608883
J071945.12+471113.0,438011018,109.93802,47.186946,4616.6,2.039,-0.542,154.11,4.156505585
J071947.33+324109.7,209311074,109.94722,32.686041,4711.46,2.538,-0.108,125.13,2.299927235
J071948.14+072154.7,46714226,109.95061,7.365214,4319.02,2.254,0.071,89.62,2.397859812
J071958.12+091151.7,369611182,109.9922017,9.1977011,5167.9,2.889,-0.214,464.33,2.643597126
J072000.15+040038.0,266510217,110.000633,4.010573,4844.35,2.512,-0.224,78.32,2.284062862
J072004.26+220602.5,657213108,110.0177692,22.1007128,5033.55,2.929,-0.294,63.81,3.080166817
J072005.77+041513.8,656703091,110.024042,4.253854,5003.83,2.648,-0.137,159.46,2.307507277
J072007.50+355637.6,184906151,110.03126,35.943798,4840.47,2.42,-0.14,240.43,3.155574083
J072008.82+062048.7,769405109,110.03679,6.3468838,4345.22,2.239,0.022,202.62,2.364657879
J072008.83+062048.8,369605109,110.036801,6.34689,4328.61,2.329,-0.024,41.99,2.575070381
J072010.56-035620.6,336013035,110.044001,-3.939074,4915.31,2.431,-0.35,114.97,2.599767208
J072010.67+121959.0,129116177,110.04448,12.333067,5065.35,2.948,-0.246,47.8,2.533015251
J072022.00+305802.8,314415010,110.091695,30.9674575,4753.01,2.553,-0.071,111.82,4.252738476
J072024.46+063221.3,769304091,110.10192,6.5392661,5133.04,2.977,0.204,263.83,2.369235754
J072028.13+045718.9,769301021,110.11724,4.9552609,4853.31,3.002,0.069,55.46,3.347097397
J072028.14+045718.9,266503118,110.117253,4.95527,4698.31,2.472,0.03,64.06,3.835497141
J072029.01+060917.5,656716054,110.120879,6.154883,5365.23,3.403,-0.242,65.04,2.311440945
J072030.90+112845.0,129114099,110.12877,11.479183,4841.75,2.533,-0.23,150.52,3.718641758
J072031.10+211256.8,177908146,110.12961,21.21578,4620.08,2.268,-0.463,147.82,2.181011677
J072038.26+564657.1,327015205,110.1594311,56.7825306,4993.86,2.36,-0.569,70.19,2.597502232
J072044.58+132740.8,656306077,110.1857853,13.4613436,4777.26,2.603,-0.051,92.19,2.063032389
J072045.10+081411.5,369615143,110.1879503,8.2365381,4843.61,2.331,-0.415,186.27,3.687952518
J072048.79+224038.3,177809179,110.20331,22.677319,5117.59,2.701,-0.123,286.95,2.945696115
J072049.23+085136.5,129302132,110.20514,8.8601543,4640.26,2.74,0.13,61.04,3.775345564
J072049.23+085136.6,369611057,110.2051461,8.8601764,4678.67,2.671,0.153,460.5,3.499689102
J072049.49+103154.3,129403100,110.20624,10.53176,4882.1,2.377,-0.468,186.8,2.479762077
J072055.07+130115.1,128606188,110.22948,13.020874,5155.8,2.571,-0.083,76.31,2.457612276
J072056.33-000352.1,88703114,110.23474,-0.0644772,5038.96,2.679,-0.174,57.79,2.951065779
J072059.23+233005.1,334816094,110.2473839,23.50180722,5028.95,3.425,-0.079,48.18,2.745215178
J072101.44+361133.4,535816031,110.2571728,36.19353167,4397.68,2.216,0.045,428.52,2.145487785
J072105.32+071417.1,46714059,110.2722,7.238096,4928.54,2.122,-0.497,118.17,2.267366171
J072105.33+071417.1,769304055,110.27221,7.2380923,4975.38,2.234,-0.405,286.9,2.175304651
J072111.89+091551.0,129102029,110.29957,9.2641905,5061.66,3.265,-0.103,92.48,2.206521988
J072113.85+235909.9,130906070,110.30772,23.98611,5460.14,3.19,-0.551,34.23,2.674631357
J072115.97+323046.4,129905131,110.31657,32.512901,4911.56,2.455,-0.359,123.09,4.359324932
J072117.35+280918.6,314401056,110.3223106,28.1551886,4885.34,2.459,-0.371,180.16,2.816270828
J072118.18+213812.3,177908100,110.32576,21.636751,4850.71,2.528,-0.583,48.42,3.213932037
J072127.83+110033.3,129403121,110.36597,11.009268,4854.05,2.499,-0.152,61.61,4.388035774
J072133.96+061608.6,769408166,110.39153,6.2690816,4859.65,2.506,-0.264,261.52,3.956049442
J072133.96+061608.7,46710210,110.39151,6.2690855,4889.45,2.481,-0.329,30.89,3.575326204
J072140.72+300323.0,119107124,110.4197,30.056393,5017.24,2.193,-0.76,40.33,3.083984613
J072141.86+012942.3,724609097,110.4244281,1.4951053,4625.6,1.907,-0.604,36.73,2.195296764
J072145.87+082339.5,46816194,110.44116,8.3943244,4977.54,2.802,-0.299,30.05,4.825724125
J072148.61+043151.5,266503168,110.452582,4.530991,4091.75,1.752,-0.187,121.09,2.310772419
J072150.44+124534.3,446316240,110.46017,12.759531,4912.85,2.374,-0.551,136.83,2.262712717
J072154.40+323104.3,643806054,110.4767072,32.5178794,4729.89,2.543,-0.004,74.42,2.893125534
J072154.41+323104.3,209212129,110.47672,32.517865,4740.09,2.613,-0.002,57.13,3.025507689
J072157.40-001344.1,778608243,110.489195,-0.228924,5515.73,3.242,-0.229,120.72,2.321832895
J072208.57+202802.1,177907190,110.53574,20.467264,4738.03,2.35,-0.077,384.36,3.778149843
J072208.58+202802.0,334802149,110.5357517,20.4672294,4767.09,2.418,-0.026,186.5,3.960732937
J072213.67+184629.3,313009104,110.5569972,18.7748208,4758.38,2.433,0.053,313.06,2.827385426
J072214.00+083030.9,46616180,110.55834,8.5086099,4881.08,2.666,-0.45,36.5,2.361702442
J072214.83+424646.4,545914139,110.5618147,42.7795653,4896.36,2.378,-0.314,443.64,4.257247448
J072215.01+334633.8,129904067,110.56255,33.776066,4489.87,2.309,-0.162,159.08,3.627534389
J072217.52+364800.5,295510123,110.573,36.800166,4057.19,1.746,-0.473,113.96,2.530709028
J072220.09+040717.4,266503031,110.5837492,4.1215131,4941.8,2.519,-0.213,80.24,3.21271944
J072221.10+010617.0,269009058,110.587955,1.104739,4789.02,2.67,0.001,135.37,2.590845108
J072226.56+062519.6,46610223,110.61069,6.4221197,5553.71,3.271,-0.262,48.69,2.315654755
J072226.62+015413.6,338012071,110.610952,1.903794,4140.75,1.557,-0.444,35.17,2.654463053
J072231.61+464353.7,436411247,110.63173,46.731609,5203.97,3.359,-0.481,37,2.176613092
J072235.81+011614.9,269009060,110.649221,1.270808,4827.86,2.359,-0.176,182.08,2.062069893
J072236.14+404129.5,531812064,110.6505869,40.6915283,4986.18,2.628,0.051,233.55,2.283572912
J072237.14+130335.0,128706162,110.65479,13.059732,4726.6,2.184,-0.568,132.81,3.485466719
J072244.98+004619.4,724609049,110.6874522,0.7720706,5443.59,3.365,-0.182,81.7,2.630623102
J072302.22+130506.5,128606163,110.75926,13.08516,4947.16,2.392,-0.557,51.32,4.531432152
J072321.30+321212.9,129908225,110.83877,32.203586,4668.91,2.43,-0.323,70.53,4.131575584
J072325.10+083815.6,129102005,110.85462,8.6376912,4870.08,2.712,-0.311,31.95,3.860723734
J072325.75+221026.8,177813210,110.85732,22.174119,4570.09,1.981,-0.514,68.21,2.905073643
J072328.67-015739.4,88705220,110.86948,-1.9609531,5208.16,3.369,-0.193,62.54,4.093376637
J072332.49+314730.1,123409190,110.88541,31.79171,5097.87,3.274,-0.517,42.25,2.043885469
J072351.08+074315.1,369609183,110.9628569,7.7208886,4963.78,2.391,-0.58,118.76,3.658767223
J072356.65-012741.6,269007059,110.986062,-1.461565,5588.98,3.196,-0.184,60.49,2.479911089
J072357.01+040515.9,266504137,110.987573,4.087757,4655.9,2.029,-0.39,166.5,2.768508673
J072358.04-041431.7,436205224,110.991856,-4.242153,4841.82,2.308,-0.109,157.82,2.72301054
J072358.77-000130.9,269008093,110.994897,-0.025269,4856.92,2.438,-0.262,117.36,2.156129599
J072358.77-000131.0,88603135,110.99488,-0.0252992,4837.98,2.437,-0.275,131.25,2.09704566
J072406.86+125150.7,129311169,111.0286,12.864089,4848.6,2.257,-0.601,69.93,2.959132671
J072413.57+182915.4,313009030,111.0565422,18.4876367,4593.89,2.162,-0.406,93.13,3.205962896
J072413.90+453848.6,309303019,111.0579378,45.6468344,4995.38,2.15,-1.054,62.82,2.025102139
J072415.21+445631.6,309305226,111.0634156,44.9421206,4823.55,2.495,-0.204,105.8,4.127234459
J072415.97+091624.6,769412228,111.06655,9.2735209,5050.06,2.493,-0.623,36.03,3.255784035
J072416.91+254100.9,92115120,111.07047,25.683601,4430.4,2.536,0.234,89.1,3.644604445
J072427.71+371106.8,331010243,111.11546,37.185249,4308.99,1.837,-0.418,145.94,3.816038847
J072431.07+124234.8,129311021,111.12947,12.709682,5024.16,2.78,-0.246,76.16,2.255668402
J072440.02-004031.6,88604190,111.16677,-0.6754564,4763.93,2.479,0.018,46.82,2.905753374
J072440.23+111533.6,129315239,111.16765,11.259335,5113.29,2.724,-0.327,111.72,2.483445644
J072445.80+032516.2,656705027,111.191056,3.420098,5171.01,2.686,-0.076,241.36,2.727757454
J072456.97-001532.4,88804014,111.23741,-0.2590262,4286.28,1.896,-0.422,146.48,2.61103344
J072506.09+102338.1,129104200,111.27539,10.393924,4825.47,2.74,0.059,42.86,2.591722488
J072508.06+054757.1,46605228,111.28362,5.79922,4844.46,1.808,-0.903,32.88,3.916302681
J072508.07+054757.1,266515216,111.283652,5.79921,4941.65,2.261,-0.73,117.89,3.624328136
J072508.50+092743.5,129305033,111.28545,9.4621007,4773.03,1.754,-0.704,91.71,2.034087896
J072510.70+023043.5,656701170,111.2945981,2.5120864,4513.79,2.026,-0.336,80.63,2.652453661
J072510.94+015818.0,88711148,111.29561,1.9716804,4427.8,1.857,-0.316,54.28,2.547347069
J072514.00-010408.3,436216131,111.308349,-1.068985,4909.44,2.363,-0.48,76.63,2.525826931
J072521.75+011145.7,88611083,111.34063,1.1960421,4876.47,2.35,-0.45,53.49,4.315282345
J072522.01+011156.8,88711083,111.34174,1.1991247,4962.68,2.515,-0.408,81.52,4.681508064
J072530.89+055827.9,769407178,111.37874,5.9744375,4690.08,2.646,0.183,390.53,2.472595453
J072530.89+055828.1,266511091,111.37873,5.974476,4630.63,2.674,0.172,257.43,2.456314564
J072537.63+561034.3,612909158,111.4054517,56.17546194,4703.71,2.423,-0.276,61.35,3.10755229
J072546.71+081001.7,769412161,111.44466,8.1671532,4580.84,2.618,0.139,205.13,3.848226547
J072546.71+081001.8,369613158,111.4446575,8.1671692,4604.24,2.593,0.158,80.23,4.188097477
J072546.72+081001.8,46615083,111.44467,8.167185,4591.29,2.612,0.155,109.66,4.010397434
J072548.15+083445.7,369612017,111.4506547,8.5793731,4744.17,2.483,-0.11,150.28,2.259083509
J072548.82+075608.8,379203235,111.453435,7.9357939,4788.28,2.466,-0.011,170.96,3.334024429
J072553.50+004252.9,88815006,111.47295,0.7147198,5174.01,2.591,-0.356,31.05,2.802339077
J072556.03+524941.8,425914185,111.4834717,52.8282989,4542.55,2.08,-0.271,69.66,3.276514053
