designation,obsid,ra,dec,teff,logg,feh,snrr,coord_A_Li
J012750.03+291453.9,265013238,21.958485,29.248326,4968.18,3.058,-0.615,63.83,2.186854124
J012802.81+360711.1,687405007,22.011739,36.119756,4939.14,3.22,-0.162,38.73,2.491657019
J012813.92+304913.6,161605143,22.058034,30.820457,4246.78,0.458,-1.942,52.33,4.760005951
J012827.08+485117.3,503214239,22.111721,48.854824,4798.93,2.385,-0.12,128.97,2.65648675
J012833.95-020421.8,174604245,22.1414832,-2.0727483,4461.88,1.694,-1.326,32.85,2.254149914
J012931.90+401021.2,190804116,22.382946,40.172558,4670.39,2.431,0.044,646,2.276068449
J012944.59+330322.7,161609107,22.43581,33.056309,4982.74,2.4,-0.58,60.23,2.298013926
J012945.83+542555.6,251008068,22.44098,54.432123,5246,2.989,-0.176,46.17,2.246536493
J012958.27+444536.5,168108029,22.492807,44.760159,4678.52,2.366,0.125,300.41,3.330252171
J013000.47+201057.7,470112208,22.50199,20.182707,5516.68,3.049,-0.9,30.62,2.05590415
J013110.79+384724.2,405007047,22.794978,38.790074,4934.44,2.402,-0.596,90.94,4.45717907
J013133.67+534440.6,251006214,22.890309,53.744617,5587.67,3.49,-0.004,32.23,2.706542969
J013135.17+420052.3,190812126,22.896543,42.014542,4507.1,2.075,-0.191,244.14,3.386501074
J013146.03+541515.2,468902084,22.941805,54.254231,4884.21,2.484,-0.174,123.75,2.403063536
J013202.26+393426.6,190708023,23.009449,39.574074,4712.06,2.487,-0.057,109.22,2.446724176
J013214.95+450626.0,168009139,23.062322,45.107243,4833.15,2.229,-0.409,57.04,2.364491701
J013226.71+325607.3,161609074,23.111308,32.935383,4343.68,2.013,-0.349,265.42,4.091642857
J013304.58+380457.2,190707244,23.2691,38.082569,4212.69,0.83,-1.194,53.35,3.232441425
J013322.90+602030.0,617406134,23.345436,60.341685,5351.34,3.385,-0.093,36,2.264953852
J013446.33+332624.2,159004035,23.693083,33.440061,4880.92,3.168,-0.303,123.14,2.162887812
J013504.41+383657.6,407807075,23.768376,38.616001,5355.18,2.733,-0.988,61.43,2.021211624
J013631.15+040039.3,758302026,24.130199,4.011958,4762.6,2.491,-0.044,417.53,2.48989296
J013640.92+420704.7,496202093,24.170526,42.117982,4774.98,2.551,-0.108,149.08,3.789660215
J013650.66+341207.9,159009107,24.211098,34.202203,5298.44,3.333,-1.15,72.23,2.038095236
J013824.07+434828.2,168206114,24.600326,43.807838,4704.18,2.523,0.323,343.92,3.697325706
J013831.54+554919.2,468903176,24.631454,55.822023,4840.9,2.396,-0.285,195.18,2.924136162
J013849.74+433414.7,496203076,24.706295,43.570752,4701.66,2.684,0.182,755.89,2.574131727
J013908.27+282815.6,14702057,24.784462,28.471013,4815.99,2.448,-0.571,77.45,2.776089907
J013923.11+475352.3,503203025,24.846331,47.897867,4810.42,2.559,0.058,56.73,4.006342411
J013934.96+464953.2,503202053,24.89525806,46.8309625,4716.87,2.667,0.148,163.98,3.888983727
J013944.32+283216.4,273508052,24.934676,28.5379,5097.8,2.674,-1.075,32.09,2.822330713
J014028.67+061628.8,758315188,25.1194703,6.2746731,5174.74,3.265,-0.934,89.83,2.534388304
J014059.29+372757.7,264310035,25.247059,37.466043,5224.4,2.513,-0.475,92.88,4.622691631
J014139.42+483129.4,688406179,25.414254,48.524834,4876.46,2.351,-0.337,179.36,2.185733557
J014218.70+211008.2,168308040,25.577938,21.16896,5137.29,3.316,-0.41,56.46,2.513768435
J014233.76+314438.2,362605056,25.640268,31.744396,4910.99,2.458,-0.323,775.12,2.760338545
J014345.72+453615.7,496211009,25.940532,45.604362,4744.52,2.546,0.002,250.06,3.017696381
J014409.89+254825.8,277903231,26.041225,25.807189,4969.05,3.007,-0.543,45.51,2.274689198
J014412.33-000054.0,780208133,26.0513958,-0.0150012,4677.52,1.992,-0.775,35.67,2.057830572
J014412.81+281809.2,273506158,26.052687,28.302563,4808.36,2.446,-0.205,217.81,2.307811975
J014416.76+310946.4,362505013,26.069848,31.162911,5404.13,3.451,-0.476,83.11,2.069740295
J014441.25+310851.9,362605019,26.171899,31.147767,4915.77,2.361,-0.292,178.28,3.637159348
J014444.67+321649.3,362604115,26.186166,32.280377,4826.87,2.749,-0.39,45.07,2.031357527
J014517.89+471752.4,503208193,26.323213,47.297915,4098.28,2.02,-0.027,231.42,2.834816694
J014725.96+552621.5,468908227,26.858168,55.439329,4362,2.383,-0.275,69.71,3.181156635
J014909.48+352200.4,714114023,27.289533,35.366796,4873.66,2.38,-0.377,273.3,3.611046076
J014921.30+152051.2,507501177,27.338788,15.347574,5218.19,2.478,-0.814,34.28,2.527968884
J015036.66+220301.0,378611091,27.65276,22.050301,4407.73,2.6,0.332,331.34,3.212964535
J015209.98+523530.3,301514150,28.041618,52.591759,4823.3,2.539,-0.491,125.1,3.669257879
J015218.49+480106.9,306916098,28.077069,48.018586,4638.78,2.549,0.134,97.03,3.011231422
J015225.09+010435.1,384305019,28.104581,1.076437,4643.1,1.469,-1.321,128.68,3.366360664
J015236.26+470635.0,503207180,28.151088,47.109742,4927.92,2.455,-0.411,45.16,2.184953928
J015251.04+553910.1,380814094,28.21267,55.652825,4773.65,2.562,-0.102,187.23,3.11227417
J015311.06+494237.9,165010181,28.296118,49.710541,4928.94,2.226,-0.819,75.33,4.186474323
J015317.01+474005.2,403812095,28.320914,47.668128,5024.86,2.402,-0.604,75.85,3.261793613
J015641.43+533835.2,301516249,29.172631,53.643122,4978.34,2.387,-0.271,137.69,3.128299713
J015712.04+405632.9,83910202,29.300191,40.942486,4804.25,2.295,-0.362,214.97,4.138642788
J015802.30+593157.0,15314008,29.5096,59.5325,4799.72,2.307,-0.084,54.6,2.715658903
J015850.65+313625.0,266612041,29.711075,31.606947,5249.3,2.31,-1.153,30.87,2.487453222
J015852.56+525210.1,165016236,29.719003,52.869488,5083.32,2.617,-0.522,49.88,2.620192766
J015902.37+505023.3,301505075,29.759891,50.839811,4870.4,2.442,-0.41,109.88,3.529074907
J015902.53+544136.1,468906122,29.760569,54.693388,4236.55,1.598,-0.49,186.26,3.587677002
J015903.41+443348.2,191614074,29.764227,44.563408,4302.15,2.617,0.127,444.52,2.557162762
J015903.60+443348.1,306901248,29.764217,44.563369,4266.91,2.556,0.206,162.47,2.521350861
J015903.62+443348.1,496213199,29.764217,44.563369,4278.87,2.599,0.207,228.15,2.543232441
J015938.56+333754.8,714105116,29.910685,33.631889,4788.42,2.748,-0.446,48.19,2.39013052
J015958.57+060201.0,55701064,29.99406,6.03362,4798.28,2.425,-0.332,102.8,2.200611115
J015958.96+060212.3,59601064,29.9957,6.03676,4773.57,2.364,-0.33,243.45,2.363393307
J020004.89+285420.2,173216215,30.02038,28.905619,4471.14,2.365,-0.341,64.29,2.743969202
J020033.92+381032.3,264306070,30.1413467,38.1756475,4768.83,2.305,-0.306,208.9,2.101641178
J020058.01+563505.2,468913022,30.241715,56.584802,4942.57,2.781,-0.221,105.58,2.369959593
J020110.62+534357.5,380805041,30.294272,53.732661,4899.95,2.245,-0.588,156.92,2.228159428
J020123.95+333658.3,714108172,30.349799,33.616196,4801.28,2.487,-0.141,513.98,2.726526022
J020147.04+515016.5,165015083,30.446014,51.83794,4554.4,2.634,0.256,78.55,2.116885424
J020218.67+564434.8,4502080,30.5778,56.743,4841.39,2.053,-0.401,41.8,2.387230396
J020241.31+503806.7,301505040,30.672155,50.635206,4911.03,2.369,-0.469,421.63,3.359481096
J020344.53+444425.5,631603220,30.935555,44.740419,4892.98,2.399,-0.467,57.37,2.528630495
J020353.49+304656.5,406010210,30.972899,30.782365,5535.98,2.926,-1.18,75.71,2.326860905
J020355.84+230632.2,307116208,30.982699,23.108966,4289.07,2.128,-0.405,198.54,2.324702501
J020413.44+434631.2,84011129,31.056021,43.775352,4881.51,2.571,-0.1,126.83,4.860406399
J020450.89+074405.5,55708034,31.21205,7.73488,4716.53,2.6,0.031,707.75,2.870432854
J020505.29+463116.2,306904114,31.272081,46.521169,5333.05,3.286,-0.511,85.57,2.192837477
J020507.91+561228.6,380811247,31.2829967,56.2079528,5385.16,3.266,0.096,89.7,2.734169006
J020512.40+024527.4,500015222,31.3016878,2.7576377,4490.9,0.854,-2.148,32.59,3.051259041
J020522.36+564140.8,380811114,31.343182,56.694682,4978.48,2.424,-0.624,172.42,2.210261345
J020531.60+111457.3,56207047,31.381675,11.249266,4889.01,2.322,-0.652,101.6,2.697923183
J020543.06+085038.2,55709058,31.429454,8.843962,4724.15,2.355,-0.057,538.35,2.967165232
J020645.10+522734.0,301509174,31.687943,52.459471,4925.41,2.388,-0.308,117.12,4.13237524
J020755.27+420842.3,84004204,31.980324,42.14509,5571.57,3.413,-0.416,38.89,2.215667248
J020834.16+473002.8,306909177,32.142345,47.500782,4867.11,2.459,-0.188,136.48,2.749878407
J020834.94+493803.5,301507168,32.1456008,49.6343067,4671.57,2.638,0.082,283.09,2.784580708
J020855.98+341941.5,714113065,32.231792,34.328222,4845.29,2.319,-0.363,142.25,2.476900578
J020919.01+390726.1,757215040,32.329216,39.123929,4774.81,2.215,-0.595,54.07,3.053396702
J021002.65+554553.8,380709063,32.511069,55.76496,4833.95,2.554,-0.143,102.58,3.744832993
J021037.50+412056.9,260415250,32.655265,41.34915,4967.71,2.615,0.043,525.39,2.519750834
J021050.50+582523.4,15304181,32.710457,58.423183,4721.26,2.3,-0.307,36.72,2.326934338
J021050.91+501156.0,165008250,32.71213,50.19891,4936.62,2.493,-0.351,43.69,3.592683315
J021101.01+443926.0,191704068,32.754219,44.657227,5419.68,3.435,-0.257,98.02,2.378742218
J021111.63+521600.6,301509191,32.798485,52.266852,4832.45,2.499,-0.228,234.33,3.995240211
J021201.38+324143.3,406015128,33.0057819,32.6953819,4832.2,2.436,-0.231,118.04,3.67662859
J021208.22+432245.3,180514151,33.034253,43.379261,4719.66,2.514,0.082,306.52,3.727457047
J021211.69+502637.9,165008082,33.048734,50.443871,4785.52,2.491,-0.082,44.87,4.530173779
J021214.58+375302.2,510615079,33.060791,37.883971,4552.43,2.365,-0.182,258.45,3.183179855
J021236.47+450558.0,191709026,33.151963,45.099461,4323.41,2.337,0.019,253.23,2.366188049
J021250.86+225749.7,386610025,33.2119372,22.9638292,5389.35,3.393,-0.664,44.88,2.143606901
J021251.52+383407.5,177014182,33.214689,38.568767,4790.9,2.337,-0.177,94.33,2.700224161
J021326.61+423121.1,180403249,33.360899,42.522552,4609.54,2.192,-0.423,34.76,4.267887592
J021338.38+551132.7,380813238,33.409944,55.192436,5223.66,2.881,-0.353,97.46,2.470599413
J021339.26+463201.0,274514020,33.41403,46.534055,4835.66,2.504,-0.22,273.47,4.713251114
J021450.17+391811.1,176914146,33.709081,39.303085,4660.97,2.319,-0.457,105.35,3.777602673
J021450.97+385756.8,510611126,33.7123919,38.9658031,4853.56,2.291,-0.421,325.33,2.824596405
J021452.48+584845.5,15304070,33.7178,58.8129,5564.47,3.215,0.145,55.35,2.000741482
J021500.04+500240.1,250610121,33.750192,50.044478,4494.82,2.327,0.017,171.57,2.392002344
J021505.70+465936.4,306913052,33.773754,46.993451,4651.02,2.391,-0.064,101.77,4.082478523
J021506.96+384350.2,757213155,33.77904,38.730627,4894.45,2.39,-0.512,104.12,4.466418743
J021506.98+384350.3,254001132,33.7791119,38.7306506,4902.96,2.384,-0.523,107.46,4.725877285
J021508.09+382512.4,176814061,33.783734,38.420113,4712.85,2.535,-0.039,210.83,3.232124805
J021517.50+513316.6,301506042,33.822952,51.554637,5045.38,2.551,-0.293,98.97,2.456794977
J021521.00+534047.3,380806225,33.8375253,53.6798056,4376.03,2.011,-0.376,113.96,2.273851633
J021618.32+532132.2,380707139,34.0763675,53.3589558,4969.76,2.355,-0.575,117.01,2.672054291
J021623.70+444314.8,180316074,34.098778,44.720779,3960.64,1.711,-0.107,474.29,2.561806202
J021636.22+572842.5,15308182,34.15,57.4784,5174.49,2.538,-0.149,94.51,2.800271988
J021637.04+422501.3,615709132,34.154374,42.417051,5022.17,2.395,-0.437,149.82,3.715559959
J021642.24+565918.9,4507034,34.176,56.9886,4491.38,1.701,-0.546,34.64,3.236976624
J021643.00+391929.5,524802215,34.179201,39.324879,4719.68,1.98,-0.696,57.33,2.702594995
J021643.69+394452.2,177016178,34.182075,39.747849,4624.22,2.282,-0.413,315.24,2.59649229
J021646.38-003333.5,619503106,34.193284,-0.5593311,4465.63,1.895,-0.37,46.25,3.553625584
J021654.00+520324.1,301513032,34.225039,52.056719,5176.8,2.815,-0.254,56.9,2.209494591
J021712.46+250413.9,161710003,34.301939,25.070543,4726.8,2.499,0.04,344.36,4.055763721
J021712.47+250414.0,56907042,34.301969,25.07056,4675.06,2.481,0.052,57.49,4.12340498
J021712.62+250414.0,379716056,34.301969,25.07056,4712.38,2.539,0.034,360.8,4.007148743
J021716.96+273024.7,173213027,34.320704,27.506872,5160.82,3.012,-0.594,72.24,2.719861507
J021743.38+384244.5,176903125,34.430782,38.712379,4750.24,2.57,-0.025,370.34,2.177212477
J021801.90+374112.6,510609104,34.507934,37.686844,4825.97,2.477,-0.037,305.97,2.423585653
J021810.41+454307.1,191712152,34.543393,45.718647,4938.36,2.461,-0.446,43.37,4.379573345
J021811.98+491914.2,250602194,34.5499261,49.3206158,5046.79,2.52,-0.379,82.67,2.637024641
J021856.98+012048.4,619516237,34.737428,1.3467963,5374.26,3.349,-1.281,39.52,2.142240047
J021901.17+400735.7,164005212,34.754907,40.126587,5417.36,2.613,-1.289,38.39,2.341052532
J021903.56+435353.0,180415005,34.764852,43.898064,5263.83,3.163,-0.035,60.77,3.174389839
J021943.51-050139.0,74311210,34.931325,-5.027523,4742.06,2.228,-0.292,236.06,3.1229918
J022008.67+454707.5,191712209,35.036154,45.785442,4444.14,2.355,-0.014,45.68,2.395545244
J022008.67+454707.6,274503161,35.036145,45.785446,4462.2,2.408,-0.027,113.14,2.569757462
J022020.81+451401.9,180411136,35.086748,45.233875,4406.08,2.178,-0.317,70.15,3.387023449
J022031.74+315644.5,406013223,35.131377,31.945718,4845.82,2.467,-0.342,222.5,3.191572189
J022126.71+451121.3,191613003,35.361329,45.189274,4458.14,2.702,0.359,88.93,3.975292683
J022126.72+451121.3,274503018,35.361351,45.189264,4496.47,2.669,0.25,131.49,4.006372929
J022135.76+433004.9,180304206,35.399024,43.501362,4939.44,3.05,-0.61,58.68,2.139467955
J022136.10+523332.6,250616147,35.400451,52.559081,5010.5,2.471,-0.345,161.33,2.733326435
J022142.08+300504.7,525203114,35.423946,30.08466,4887.69,2.45,-0.143,65.92,3.309672832
J022202.86+102827.3,299102243,35.511055,10.47426,3901.25,1.707,-0.263,426.77,2.824047804
J022231.57+032104.9,203910130,35.6315627,3.3513684,5052.54,3.319,-0.626,32.78,3.206712246
J022239.68+424215.4,180504122,35.66535,42.704288,4860.39,2.333,-0.437,47.57,3.518886089
J022243.59+232218.2,379704234,35.681632,23.37174,4797.65,2.488,-0.145,314.99,2.303445816
J022243.59+232218.3,161702059,35.681647,23.371775,4887.1,2.522,-0.201,188.13,2.568437576
J022257.20+165230.1,258803068,35.738342,16.875044,4690.17,2.544,0.036,302.97,2.276012897
J022322.98+444603.2,274505160,35.845764,44.767582,4748.89,2.532,-0.059,266.7,2.781215191
J022338.13+343216.5,601511022,35.908878,34.53792,5591.48,2.998,-0.802,42.46,2.019150496
J022344.50+372707.9,177005108,35.935428,37.452209,4839.59,2.485,-0.506,74.09,3.993690968
J022535.57+392850.0,164101111,36.398221,39.480559,4669.36,2.48,-0.191,122.41,3.885792255
J022544.44+033341.2,526216122,36.435206,3.56147,4816.54,3.193,-0.233,38.09,2.636492252
J022550.70+432655.1,180309225,36.461271,43.448654,4893.2,2.238,-0.36,169.84,2.341200352
J022601.86+015449.2,66802129,36.5077857,1.9136719,4676.97,2.657,0.001,31.15,2.370522022
J022611.11+412516.0,180307101,36.546333,41.421124,4063,1.711,-0.158,414.11,2.286550283
J022638.46+124110.1,299115103,36.660257,12.686164,4714.96,2.51,-0.072,380.21,2.411918402
J022642.28+380159.4,679307222,36.676201,38.033172,5237.42,3.299,-0.352,35.81,2.282884359
J022653.07+510137.3,250604048,36.721147,51.027028,4804.44,2.434,-0.232,151.09,2.444849491
J022658.86+182915.3,258811198,36.745267,18.487604,4835.73,1.893,-1.103,136.69,2.424679756
J022723.15+421941.3,164109044,36.846469,42.328145,4614.51,2.542,0.028,153.84,3.407216787
J022746.89+013006.3,483504145,36.945412,1.501771,5566.61,3.352,-0.78,42.33,3.036775112
J022814.22+361235.6,177107228,37.059271,36.209896,4259.42,0.784,-1.362,49.66,3.821120262
J022913.77+235318.2,379713201,37.307376,23.888394,5283.99,3.113,-0.014,68.93,2.62622714
J022917.58+131505.3,299012099,37.323278,13.251478,4867.93,2.566,-0.706,38.06,2.427339315
J022936.67+421810.0,164113155,37.402796,42.302796,4750.95,2.567,-0.104,122.71,3.202395678
J022941.40+011449.9,160501033,37.4225245,1.2472112,5103.18,3.385,-0.725,34.71,2.713277578
J022945.89+571836.0,15307143,37.4422,57.3102,4914.96,2.558,-0.338,84.1,3.205085754
J023008.28+433443.5,274507167,37.534506,43.578758,4717.29,2.416,-0.065,97.74,2.754485846
J023008.28+433443.6,180513248,37.534518,43.578781,4726.03,2.404,-0.026,80.93,2.759737492
J023024.16+321530.0,388114103,37.600707,32.258339,4862.21,2.465,-0.273,66.54,3.954370022
J023040.57+464004.2,274509056,37.6690672,46.6678572,4999.69,2.949,-0.427,71.43,2.485648632
J023042.08+500348.4,250608170,37.674407,50.063459,4649.36,2.524,0.057,182.42,2.895877361
J023059.63+474551.7,697214220,37.748468,47.764376,5263.47,3.148,-1.028,34.04,2.264244318
J023100.09+562653.6,205515112,37.750387,56.44823,4699.89,2.066,-0.553,82.14,2.928949356
J023101.07+384805.7,176813235,37.754467,38.801609,4360.53,2.083,-0.286,446.42,3.309622049
J023120.48+303433.4,388110181,37.834322,30.575964,4885,2.269,-0.495,301.56,2.329813004
J023120.60+303433.4,525209115,37.834322,30.575964,4911.9,2.315,-0.47,104.2,2.599546671
J023128.45+394416.3,164007083,37.868557,39.737867,5025.46,2.372,-0.544,90.2,2.336923599
J023150.38+302902.0,162809039,37.959408,30.483907,4748.36,2.476,-0.064,128.06,4.195926189
J023155.49+364837.1,363301007,37.981222,36.810313,4647.53,2.646,0.061,191.19,2.158199549
J023155.74+370020.8,177007198,37.982291,37.005791,4442.6,1.957,-0.39,187.79,3.067523479
J023157.81+424242.2,164012152,37.990906,42.711728,5525.9,3.447,-0.448,55.77,2.198317289
J023205.16+390931.0,363304054,38.021504,39.158628,4983.08,2.407,-0.354,155.46,3.05360055
J023212.49+403031.0,259610176,38.051595,40.509062,3937.26,1.05,-0.097,310.96,2.360184908
J023215.58+561751.1,523115106,38.064922,56.297546,4799.37,2.271,-0.529,82.16,2.09594202
J023242.71+392520.9,176812220,38.177979,39.422478,4987.44,2.484,-0.715,118.44,3.724667549
J023325.76+424214.5,524812205,38.357366,42.704033,4831.08,2.161,-0.56,36.3,2.608021736
J023333.86+274247.8,698701024,38.39111,27.713288,4933.53,2.261,-0.872,49.12,2.41566205
J023339.48+042833.9,185709106,38.4145254,4.4760921,5467.54,3.002,-0.735,35.09,2.895918131
J023340.33+522030.1,714714101,38.418076,52.341695,4813.25,2.421,-0.124,41.69,2.25599885
J023344.85+130825.1,299112211,38.436732,13.140332,4639.95,2.598,0.108,336.83,2.51264286
J023345.52+484708.9,250607025,38.439681,48.785808,4677.19,2.66,0.112,198,3.937092304
J023354.22+342945.8,294603042,38.475947,34.496074,4949.23,2.291,-0.75,92.41,3.106220722
J023416.65+035133.0,278912183,38.569411,3.859193,4692.34,1.798,-0.88,39.82,3.635660887
J023416.66+035133.1,102809219,38.5694307,3.8592094,4621.24,1.67,-0.912,63.61,2.794809103
J023428.83+490258.9,697316041,38.620148,49.049719,4767.01,2.458,0.028,333.92,2.860873461
J023458.16+401540.7,363312094,38.742343,40.261319,4675.97,2.388,0.056,34.36,3.76316452
J023510.53+301808.9,162813245,38.793911,30.302473,4937.38,2.285,-0.593,73.53,2.356243372
J023512.11+504339.9,206310086,38.800477,50.727763,4723.45,2.502,0.026,143.15,2.140675545
J023517.26+485125.4,697216054,38.821924,48.857066,4777.34,2.297,-0.306,118.68,2.109527111
J023532.74+390001.4,363309233,38.8864533,39.0003956,4796.9,2.41,-0.049,342.77,2.461901903
J023547.35+432847.3,259616037,38.947306,43.479807,4805.79,2.571,-0.01,65.52,3.988787651
J023553.00+543813.9,5014156,38.970866,54.637202,4868.39,2.49,-0.245,65.31,2.589875221
J023606.53+550200.2,523108022,39.027243,55.033416,4853.51,2.506,-0.234,156.09,3.083531857
J023620.67+521935.5,206314150,39.086142,52.326542,4823.15,2.382,-0.331,40.15,4.273134232
J023641.42+474129.9,697303211,39.172617,47.691651,4974.62,2.445,-0.593,284.33,2.761352062
J023653.13+441928.9,192403057,39.221388,44.324715,5325.35,3.429,-0.199,36.58,3.004217386
J023657.50+435636.7,192403228,39.239588,43.943539,4960.18,2.651,-0.379,70.73,3.041077137
J023741.74+550416.5,523108072,39.4239353,55.0712706,5511.82,3.255,-0.248,135.73,2.80349493
J023743.19+220921.3,299310089,39.429961,22.155938,4912.5,2.33,-0.62,108.43,3.986624718
J023820.96+535215.1,5003088,39.587372,53.870871,4815.23,2.584,0.109,140.09,3.075449705
J023833.95+042145.7,209813110,39.6414997,4.362719,4518.05,1.629,-0.86,40.75,2.173155308
J023905.36+434546.3,259611170,39.772352,43.762874,4742.56,2.423,-0.108,115.28,4.535542965
J023915.98+214127.7,312716106,39.815562,21.691038,4384.32,2.087,-0.095,432.61,2.106591225
J023944.47+134852.6,298404041,39.9352958,13.8146236,4669.7,2.387,-0.551,155.08,2.932361126
